"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Aruba","ABW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.078431372549","18.6486486486487","12.129840546697","3.96140172676485","7.96287249633609","5.88235294117648","7.30769230769231","8.20390282755874","2.54714266234267","1.18578998761679","7.04687220657432","1.99198836186616","1.23803928308813","7.61658970418881","-2.97125698742023","-3.27364688726264","1.97554728660143","7.91156467197911","1.21434883180251","1.0506066363106","1.800225853688","-0.0907077535176768","-10.5197476066345","-3.68502958088573","3.44605475040258","-1.36986301369863","4.19823232323233","0.848227809754619","-0.450585761489947","-0.211225105612556","1.33051103719384","",
"Afghanistan","AFG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.83227780370231","1.41411798021916","11.2297148388595","5.35740324754602","13.8263195390595","3.92498382284523","21.390528405312","14.3624414596815","0.426354792856571","12.7522870825788","5.60074466131904","2.72454336495028","1.45131465458005","2.2603142045464","2.66529204636834","",
"Angola","AGO","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-4.40000121936168","0","4.20000142834165","6.00000216437297","3.49999948953466","2.90000174265121","4.08274863648847","6.12889047620018","0.0416214618442581","-3.45009868360484","0.991359291928845","-5.8382807286995","-23.9834174287563","1.3393634369786","15.0000000268977","13.5443697525014","7.27427734536776","4.69114644457459","2.18148973162342","3.0546242337218","4.20599855394097","13.6656865110139","2.98985001635653","10.9528617664372","15.0289153193778","11.547683182967","14.010018235463","11.1661383338427","0.858712612806698","4.85921958396752","3.47198137800646","8.54214733429789","4.9545904758326","4.82262555140882","0.94357561306073","-2.58009724295775","-0.147207422348259","",
"Albania","ALB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","5.7456352920068","2.94859680156875","1.104938261827","-1.25159664469852","1.7806439597726","5.63724317825188","-0.787842655012881","-1.42003965482256","9.83654897047626","-9.57564016948645","-29.5889977012911","-7.19999998616406","9.60000004540534","8.29999997982695","13.2999999923636","9.10000000771618","-10.92","8.83000000000003","12.8900000000001","6.9499999999999","8.29000000000005","4.54000000000005","5.53000000000003","5.50999999999986","5.53000000000009","5.89999999999988","5.98","7.50000000000016","3.34999999999998","3.70999999999992","2.55000000000001","1.41999999999996","1.00000000000004","1.77000000000005","2.21999999999991","3.35000000000005","3.83554384465101","",
"Andorra","AND","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","4.64946536081882","8.14974348860618","7.78846720294044","5.61878972962946","0.542205658763677","3.30378704950753","2.83857556610091","1.46300017893421","0.0415571951292577","2.20872760693054","-0.132474511474584","1.24646111342553","1.7701183169325","1.78468669356819","2.32143303219918","3.2533217783064","5.54712217053806","5.0943262032322","4.82703424406914","3.78138758962916","2.54600287187641","0.929211956288896","-1.0314840109579","2.38318769098804","2.75749918732973","4.6497401487506","9.06767219910513","3.19479029605851","4.09908083663409","3.52836129711109","4.54676831970609","6.47101467082791","12.1687198869046","7.64786979021986","7.39698271536501","4.53635311915991","0.0400110668908411","-8.59000378676674","-3.69065350958853","-5.35882577533336","-4.64654305163337","-1.61521818298665","0.35164500185077","2.2776831530642","0.842203518374134","1.8891243866394","1.87319661596115","",
"Arab World","ARB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","15.8200388450738","8.23747493540088","-0.663159193757082","11.5334524415596","9.1392447958865","2.91780745558954","-9.07355319013736","-6.8384456905154","1.36947817418486","-2.29217118472538","4.70543713267924","-0.494230379350597","5.60719890964477","2.36997213542016","13.1115913889419","1.521465798652","4.98867744149744","3.26364988212285","3.20408958599607","2.74864829766015","4.59574763177837","4.25716168449839","5.26689715822918","1.79630667387416","5.48025864396746","1.61342885059732","0.586047669504126","5.3198189074906","9.34366238333774","5.71621787858749","6.49620412620618","4.57127276026689","5.81909129335705","0.428013923293861","4.77223372622184","3.62915057126878","6.65837338554304","3.16675318005193","2.45663672033646","3.30376869015907","3.23956333455186","0.987176060192695","",
"United Arab Emirates","ARE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","16.5268565060148","21.439330170199","-1.58960331991595","20.9235730770152","23.874774910498","4.65917667406515","-6.71931618570783","-4.74582069996582","4.0169512795941","-3.59447651736838","-14.9581365645327","3.38198170900878","-2.61890770383279","12.33789128226","18.3279855336405","0.860081945778219","3.3449448618412","1.26119095149724","6.89614855052668","6.68788646362944","5.79840406132159","8.1903986407705","0.291994348685435","2.90221364464598","10.8527042125985","1.39908503032633","2.43345681036158","8.80054081486432","9.56643663716162","4.85514119630903","9.83731977348492","3.18439017367238","3.19183627610384","-5.2429219066759","1.60280996068229","6.93027162943835","4.4846260849087","5.05334582526655","4.39869668246446","5.06470152944831","2.98844182081464","0.790400387794406","",
"Argentina","ARG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","5.42784287951248","-0.852021523481966","-5.30819682651727","10.1302976614338","10.5694333403429","-0.659726171593704","3.1919966233703","4.82250078158646","9.67952600806899","3.04564331900328","5.65813108318036","1.62841651625511","2.81175404095775","5.53380439483222","-0.0284121027670921","-2.01825151667566","6.93414775537975","-4.50612480247693","10.2227634648727","1.51878394940456","-5.18978914005386","-0.735659161627297","4.34909327957422","1.57073870223007","-5.18902435215529","6.15337706274559","2.70486882600891","-1.08993334173134","-7.15694965554972","-2.46721377637459","9.13311056620103","7.93729155643075","8.20697907221228","5.83620070368526","-2.84520961057081","5.52668982715234","8.1110467707457","3.85017885156229","-3.3854570406327","-0.78899893905691","-4.40883968258557","-10.8944848285903","8.83704079576924","9.02957330068155","8.85165992013435","8.04715150043027","9.00765087504757","4.05723310346406","-5.91852507634947","10.1253981561002","6.00395169280579","-1.02642045443208","2.40532378079436","-2.51261532081396","2.73115982828946","-1.82254217028903","2.85446613725399","",
"Armenia","ARM","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.6999984843789","-41.8000027437769","-8.79999879384346","5.40000277691395","6.89999841666693","5.86540075329202","3.32107969685221","7.29999998824609","3.30000000395572","5.89999999860065","9.55664150369122","13.1863005289889","14.0407950540098","10.4678418593107","13.8657112535004","13.1980035154756","13.7492019586218","6.90000000168229","-14.1499886400871","2.19999999914582","4.69999999861828","7.20000000328236","3.3","3.60000000000001","3.20000000000005","0.200000000000003","7.49999999999989","",
"American Samoa","ASM","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.814111261872426","0.538358008075377","-0.401606425702823","-4.16666666666666","1.96353436185133","-2.61348005502062","-4.23728813559323","0.442477876106182","0.293685756240819","-4.39238653001463","-2.75650842266464","0.944881889763806","1.24804992199688","-2.61941448382126","-5.37974683544303","",
